domain,has_A,num_A,has_AAAA,num_AAAA,has_MX,num_MX,has_NS,num_NS,has_TXT,num_TXT,has_CNAME,cname_chain_length,has_SOA,ttl_min,ttl_max,ttl_mean,ttl_var,mx_priority_min,mx_priority_max,num_distinct_ips,asn_list,asn_org_list,asn_country_list,cidr_list,txt_entropy,has_SPF,has_DKIM,has_DMARC,has_wildcard_dns,dnssec_enabled,soa_serial,soa_refresh,soa_retry,soa_expire,soa_minimum,dns_success,error_msg,error_type
directequipmentsupply.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
listomi.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
uscourts.gov,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
hc0.me,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
businessjetcenter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
mewahgroups.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
makeupbybrady.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
kffl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
selfkey.co,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
moviesplanet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
escapistsalmanac.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
lisarobins.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
raftchurch.org.au,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
raynanleannewedding.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
graficasmb.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
xxyy111.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
lesgrandsfeux.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
freeessay.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
healthgrades.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
eventful.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
wolvertonstaff.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
thetedrenre.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
adobe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
indystar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
cjavei.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
porntube.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
ncsu.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
kickassgallery.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
columbustexas.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
mediamarkt.de,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
transforce.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
schnauzer-pinscher.lt,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
ipregnancyapp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
0123movies.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
tmcnet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
onlinecrockpotrecipes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
factbites.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
farmcollector.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
alias-tv.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
dentalshop4you.nl,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
rateyourmusic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
benefeet.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
radionovigrad.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
killrockstars.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
festainfantilbh.com.br,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
ordnancerta.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
transnationale.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
setcoop.com.br,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
gamespot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
sbgd.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
gojaspers.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
deadendrecords.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
union.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
ineedj0b.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
keccalblnmafabfa.website,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
waubonsee.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
bhaskarbd.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
milangardeninn.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
migenweb.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
crownhomecenter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
elogistic.ir,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
newcastlefootball.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
mmaweekly.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
rhbtradesmart.co.id,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
simonandschuster.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
fotolibra.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
qldtravel.com.au,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
homenaturalsinc.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
zimbio.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
droidgrades.top,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
pandaybaaz.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
kansascattletowns.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
unny.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
magentaphoto.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
filecatch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
sparwasssinve.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
pipistrel.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
almaz-vostok.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
thehockeywriters.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
icloud-team.us,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
trails.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
2amsports.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
checkwebspeed.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
mudpiecreativelab.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
sfscope.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
tinyurl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
radioradio7.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
burdiacs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
ddnsking.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
arauny.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
howtoliveincanada.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
wrestleheat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
rockyboots.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
eetimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
winupdatesysmic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
pvinstallersyorkshire.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
yi.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
interceder.net,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
cgrs168.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
dekor8.lt,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
oaklandmagazine.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
the-banyan.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
imavision.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
tripwiser.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
onesource.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
examiner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
typepad.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
csob-online-24.in,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
jankiss.de,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
apunkachoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
noolmusic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
lafontainesuzuki.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
vancouversun.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
jwebre.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
manpaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
barrystickets.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
cruzrojabuga.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
caladrius.com.au,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
criterion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
realitytvcalendar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
8m.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
pe.hu,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
powerandlightdistrict.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
georgegamez.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
montpeliermotorspeedway.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
a2zcity.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
celebgossip.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,0,,,,,0.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,,
